Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,total_pages,total_duration,avg_time_per_product,bounce_exit_ratio,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor
1,29.2,0,0.0,7,75.6,0.0,0.025,0.0,1,1,4,2,1,8,104.8,9.45,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,80.5,0,0.0,27,472.5,0.0,0.015384615,0.0,4,1,3,1,1,31,553.0,16.875,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,10,300.0,0.0,0.05,0.0,2,2,1,1,0,10,300.0,27.272727272727273,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,6,83.5,0.0,0.066666667,0.0,1,1,3,10,0,6,83.5,11.928571428571429,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,28.0,4,162.0,23,659.0833333,0.013580247,0.020440917,0.0,2,2,8,1,0,28,849.0833333,27.46180555416667,0.6643333401656997,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,25,1512.52381,0.0,0.024,0.0,2,2,3,11,0,25,1512.52381,58.17399269230769,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,630.5333333,0,0.0,33,357.8895238,0.0,0.007894737,0.0,3,2,7,4,0,35,988.4228571,10.526162464705882,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0.0,0,0.0,57,1091.005876,0.007017544,0.027875244,0.0,2,2,6,2,0,57,1091.005876,18.810446137931034,0.25173922283073713,0,0,0,0,0,0,0,1,0,0,0,0,1
2,13.0,0,0.0,19,637.4285714,0.00952381,0.042857143,0.0,2,2,1,3,0,21,650.4285714,31.87142857,0.22221704752816754,0,0,0,0,0,0,0,1,0,0,0,0,1
3,54.5,0,0.0,6,148.75,0.022222222,0.033333333,0.0,3,2,1,3,0,9,203.25,21.25,0.6666466672664486,0,0,0,0,0,0,0,1,0,0,0,0,1
8,57.5,0,0.0,44,845.8333333,0.004255319,0.012765957,0.6,2,2,1,3,0,52,903.3333333,18.796296295555557,0.33330722426651865,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,10,257.0,0.0,0.01,0.0,2,5,2,2,0,10,257.0,23.363636363636363,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,91.0,0,0.0,94,4698.796429,0.0,0.017659574,0.0,2,2,5,2,1,96,4789.796429,49.46101504210527,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,18,391.5833333,0.0,0.025,0.0,2,2,7,2,0,18,391.5833333,20.60964912105263,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,20,513.3333333,0.0,0.015357143,0.0,2,2,3,2,0,20,513.3333333,24.444444442857144,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,188.0,0,0.0,25,1189.458333,0.0,0.006150794,0.6,2,10,1,4,0,30,1377.458333,45.74839742307692,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,24.0,1,239.0,11,839.5,0.016666667,0.05,0.0,1,1,4,2,0,13,1102.5,69.95833333333333,0.3333266734665306,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,14,1049.05,0.0,0.016666667,0.0,3,2,1,20,0,14,1049.05,69.93666666666667,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,12,76.66666667,0.016666667,0.0375,0.0,2,2,3,13,0,12,76.66666667,5.897435897692308,0.4444326017972854,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,4,67.5,0.0,0.05,0.6,2,2,1,2,0,4,67.5,13.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,25.0,0,0.0,6,65.0,0.0,0.025,0.0,2,2,1,2,1,8,90.0,9.285714285714286,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.0,0,0.0,19,1440.166667,0.026315789,0.040350877,0.0,1,1,1,1,0,19,1440.166667,72.00833335,0.652157742253229,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,7,129.25,0.0,0.033333333,0.0,1,1,4,2,1,7,129.25,16.15625,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,56.0,0,0.0,61,1669.988095,0.008064516,0.025778523,0.0,1,1,7,2,0,64,1725.988095,26.93529185483871,0.31282642429031754,0,0,0,0,0,0,0,1,0,0,0,0,1
8,318.8012821,3,164.0,107,4447.110508,0.001169591,0.013146819,0.0,2,2,1,3,0,118,4929.9117901,41.17694914814815,0.0889570353835872,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,11,546.75,0.036363636,0.054545455,0.0,2,2,5,1,0,11,546.75,45.5625,0.6666544324466182,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,15,438.6666667,0.023076923,0.039487179,0.0,1,1,1,3,0,15,438.6666667,27.41666666875,0.584400789917408,0,0,0,0,0,0,0,1,0,0,0,0,1
3,92.0,0,0.0,91,4155.620833,0.002553191,0.022150056,0.0,1,2,1,2,1,94,4247.620833,45.169791663043476,0.1152627215605432,0,0,0,0,0,0,0,1,0,0,0,0,1
4,243.68,0,0.0,12,1256.0,0.0,0.01875,0.0,2,2,3,1,0,16,1499.68,96.61538461538461,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,67.5,0,0.0,12,592.25,0.0,0.018181818,0.0,1,1,5,3,0,13,659.75,45.55769230769231,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,9,249.41,0.022222222,0.005128205,0.0,1,2,1,4,0,9,249.41,24.941,4.33248856304242,0,0,0,0,0,0,0,1,0,0,0,0,1
1,25.5,0,0.0,0,0.0,0.0,0.066666667,0.0,1,1,8,8,0,1,25.5,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
11,1064.0,1,10.0,58,3816.366667,0.010606061,0.028059163,0.0,2,5,3,1,1,70,4890.366667,64.68418079661016,0.37797574447447074,0,0,0,0,0,0,1,0,0,0,0,0,1
6,174.4571429,2,24.2,107,1688.2494,0.0,0.016407828,0.0,2,4,1,2,1,115,1886.9065429,15.631938888888888,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,64.75,0,0.0,44,1157.97619,0.0,0.013953488,0.0,2,2,1,10,0,46,1222.72619,25.732804222222224,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,324.5,0,0.0,30,1456.783333,0.0,0.009019608,0.0,2,2,4,2,0,34,1781.283333,46.993010741935485,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,3,2,1,3,0,1,0.0,0.0,0.9999950000249999,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,20,275.6666667,0.066666667,0.114814815,0.0,2,2,1,4,0,20,275.6666667,13.12698412857143,0.5806401060690115,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.6,4,2,1,3,0,1,0.0,0.0,0.9999950000249999,0,0,1,0,0,0,0,0,0,0,0,0,1
2,28.2,1,0.0,114,3161.074762,0.017699115,0.042576205,0.0,2,2,2,1,0,117,3189.274762,27.487606626086958,0.41569461875198244,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,8,623.0769231,0.0,0.010884354,0.0,3,2,4,3,0,8,623.0769231,69.23076923333333,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,16,213.8,0.00625,0.06875,0.0,2,2,1,4,0,16,213.8,12.576470588235296,0.0909077686142747,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,3,255.0,0.0,0.066666667,0.0,2,2,3,4,0,3,255.0,63.75,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,4.75,2,78.0,67,1231.136508,0.002985075,0.0110199,0.0,2,6,1,1,0,70,1313.886508,18.104948647058823,0.270855828471359,0,0,0,0,0,1,0,0,0,0,0,0,1
7,398.0,0,0.0,27,770.3133333,0.006060606,0.03030303,0.0,1,8,3,3,0,34,1168.3133333,27.511190475,0.1999934002177268,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0.0,1,0.0,0,0.0,0.2,0.2,0.0,1,1,3,15,0,1,0.0,0.0,0.9999950000249999,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,17,1673.653846,0.039215686,0.05122549,0.0,3,2,3,4,0,17,1673.653846,92.98076922222222,0.765535292384858,0,0,0,0,0,0,1,0,0,0,0,0,1
3,199.75,0,0.0,8,331.4,0.0,0.003333333,0.0,3,2,2,10,0,11,531.15,36.82222222222222,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0
4,57.3,0,0.0,25,488.7166667,0.021428571,0.067517007,0.0,2,5,1,1,0,29,546.0166667,18.796794873076923,0.31737564469282986,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0.0,0,0.0,1,41.5,0.133333333,0.15,0.0,3,2,3,1,1,1,41.5,20.75,0.8888829607802615,0,1,0,0,0,0,0,0,0,0,0,0,1
5,126.25,0,0.0,15,286.5166667,0.005263158,0.01754386,0.0,1,1,2,10,0,20,412.7666667,17.90729166875,0.29998290097498637,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,6,69.25,0.0,0.044444444,0.0,2,2,4,3,0,6,69.25,9.892857142857142,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
6,1489.041667,0,0.0,12,879.8,0.0,0.005555556,0.0,2,2,4,2,1,18,2368.8416669999997,67.67692307692307,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,15.8,3,97.8,32,1213.65,0.005405405,0.024324324,0.0,2,2,3,2,0,36,1327.25,36.77727272727273,0.2222130730920583,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,14,208.9,0.0,0.014285714,0.0,1,8,4,11,1,14,208.9,13.926666666666668,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,8,135.25,0.0,0.05,0.0,2,2,9,1,0,8,135.25,15.027777777777779,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,78.0,0,0.0,22,325.0,0.0,0.007246377,0.0,4,1,3,1,1,24,403.0,14.130434782608695,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1
15,275.9104437,6,606.75,47,1813.86461,0.007377049,0.019090804,0.0,3,2,4,6,1,68,2696.5250537,37.788846041666666,0.3863987394800408,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,3,27.6,11,1167.187143,0.030769231,0.040384615,0.0,3,2,2,2,0,14,1194.787143,97.26559525,0.7618859091287826,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0.0,0,0.0,11,458.5,0.0,0.007407407,0.0,1,1,1,4,1,11,458.5,38.208333333333336,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,171.375,0,0.0,29,1343.946429,0.035714286,0.034983766,0.0,3,2,8,13,1,32,1515.321429,44.798214300000005,1.0208525047730774,0,0,0,0,0,0,0,1,0,0,0,0,1
2,115.6,2,503.25,61,1880.271429,0.0,0.013347763,0.0,2,2,1,4,0,65,2499.121429,30.326958532258065,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,33.5,0,0.0,18,1169.0,0.0,0.011764706,0.0,2,4,7,2,0,19,1202.5,61.526315789473685,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,65,1931.512121,0.0,0.025128205,0.0,2,2,3,2,0,65,1931.512121,29.265335166666667,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,140.5,0,0.0,19,1475.166667,0.02037037,0.043333333,0.0,3,2,2,10,0,20,1615.666667,73.75833335,0.4700746172786367,0,0,0,0,0,0,0,1,0,0,0,0,1
1,45.4,0,0.0,15,114.9,0.0,0.025,0.0,2,2,3,4,0,16,160.3,7.18125,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0
4,250.0,0,0.0,11,418.0,0.0,0.014285714,0.0,2,2,1,2,0,15,668.0,34.833333333333336,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0
6,155.0,0,0.0,84,2566.220887,0.0,0.007575758,0.0,2,2,7,2,0,90,2721.220887,30.19083396470588,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,6,114.0,0.0,0.033333333,0.0,2,2,3,1,1,6,114.0,16.285714285714285,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,3,15.0,0.0,0.066666667,0.2,1,1,3,3,0,3,15.0,3.75,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,5,239.0,0.0,0.04,0.0,2,2,9,1,0,5,239.0,39.833333333333336,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
8,377.5128205,3,265.0,60,2062.890972,0.014009662,0.026580162,0.0,1,1,4,2,0,71,2705.4037925000002,33.81788478688525,0.5270522786024178,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,3,16.0,35,1621.766667,0.007894737,0.040131579,0.0,2,2,1,2,1,38,1637.766667,45.04907408333334,0.19671641336580936,0,0,0,0,0,0,0,1,0,0,0,0,1
5,157.3333333,0,0.0,76,3923.586111,0.000865801,0.013675718,0.0,2,2,8,2,1,81,4080.9194443,50.95566377922078,0.0633047343668269,0,0,0,0,0,0,0,1,0,0,0,0,1
1,143.0,4,48.0,16,333.75,0.0,0.003333333,0.0,1,1,1,2,0,21,524.75,19.63235294117647,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0
9,175.9333333,0,0.0,28,717.2190476,0.005882353,0.017058824,1.0,2,2,5,4,1,37,893.1523808999999,24.731691296551723,0.34480736729757583,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,5,146.0,0.146666667,0.186666667,0.0,3,2,7,3,0,5,146.0,24.333333333333332,0.7857100769358198,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,38,2259.533333,0.002105263,0.036549708,0.2,2,2,1,3,0,38,2259.533333,57.93675212820512,0.05759841916058096,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.0,0,0.0,16,2007.0,0.01875,0.054166667,0.0,1,1,3,1,0,17,2007.0,118.05882352941177,0.34614745360917976,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,3,81.0,0.0,0.066666667,0.0,1,1,1,1,0,3,81.0,20.25,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
7,145.0,1,37.5,130,5252.861501,0.004411765,0.012009804,0.0,2,2,4,2,0,138,5435.361501,40.09817939694657,0.3673163761560009,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,21,192.9,0.059090909,0.104545455,0.0,2,2,1,3,1,21,192.9,8.768181818181818,0.565211981601863,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,17,649.02,0.0,0.017647059,0.0,2,4,3,3,0,17,649.02,36.056666666666665,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,26.0,0,0.0,4,636.0,0.0,0.025,0.2,3,2,1,19,0,6,662.0,127.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,785.2166667,0,0.0,8,450.8,0.016666667,0.016666667,0.0,3,2,3,5,0,12,1236.0166667,50.08888888888889,0.9999400036009838,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.0,0,0.0,14,406.8666667,0.021428571,0.079761905,0.0,4,5,3,3,0,14,406.8666667,27.124444446666665,0.2686533420516718,0,0,0,1,0,0,0,0,0,0,0,0,1
1,8.0,0,0.0,51,1229.166667,0.0,0.019230769,0.6,2,5,4,6,0,52,1237.166667,23.637820519230768,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,3,2,4,1,1,1,0.0,0.0,0.9999950000249999,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,2,56.5,0.0,0.05,0.0,8,2,1,3,0,2,56.5,18.833333333333332,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,4,107.0,0.0,0.05,0.8,2,5,3,2,0,4,107.0,21.4,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,6,313.0,0.0,0.05,0.0,2,4,3,1,0,6,313.0,44.714285714285715,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,9,145.0,0.066666667,0.122222222,0.8,3,2,1,13,0,9,145.0,14.5,0.5454500864001114,0,0,0,0,0,0,1,0,0,0,0,0,1
10,506.3883929,1,5.0,58,2528.287431,0.001318681,0.005582418,0.0,3,2,3,10,0,69,3039.6758239,42.852329338983054,0.23617809019493077,0,0,0,0,0,0,0,1,0,0,0,0,1
17,218.741707,4,808.5,74,3591.744196,0.019767442,0.015609868,0.0,3,2,1,2,0,95,4618.985903,47.88992261333333,1.2662615557315582,0,0,0,0,0,0,0,1,0,0,0,0,1
3,37.75,1,10.0,24,274.5,0.0,0.006666667,0.0,2,2,1,2,0,28,322.25,10.98,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,3,74.5,0.066666667,0.1,0.0,2,2,2,3,0,3,74.5,18.625,0.6666600033999659,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,3,39.5,0.0,0.033333333,0.0,1,1,9,8,0,3,39.5,9.875,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,91.83333333,0,0.0,11,534.0,0.015384615,0.015384615,0.0,1,1,1,2,0,14,625.83333333,44.5,0.9999350042231007,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,9,102.5,0.0,0.022222222,0.0,2,2,1,3,0,9,102.5,10.25,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,61.5,0,0.0,15,1950.386667,0.0,0.007291667,0.0,2,10,2,4,1,17,2011.886667,121.8991666875,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,14,429.9166667,0.014285714,0.033333333,0.0,1,8,4,11,0,14,429.9166667,28.661111113333334,0.4285585675285598,0,0,0,0,0,0,0,1,0,0,0,0,1
7,135.2,5,430.3333333,68,3974.534501,0.013513514,0.019008442,0.0,3,2,1,13,1,80,4540.0678343,57.60194928985507,0.7108843068618216,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,12,99.0,0.176923077,0.192307692,0.8,3,2,1,13,0,12,99.0,7.615384615384615,0.9199952178968593,0,0,0,0,0,0,1,0,0,0,0,0,1
2,19.0,0,0.0,23,1875.744689,0.028571429,0.041156463,0.0,3,2,4,1,0,25,1894.744689,78.15602870833334,0.6941980121563859,0,0,0,0,0,0,1,0,0,0,0,0,1
9,576.6208333,0,0.0,57,1878.195833,0.003472222,0.010446429,0.0,2,2,4,8,0,66,2454.8166663,32.38268677586207,0.3323518159348104,0,0,0,0,0,0,0,1,0,0,1,0,0
9,208.4,0,0.0,13,177.7333333,0.0,0.03125,0.0,1,1,8,4,0,22,386.1333333,12.695238092857142,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,66.4,0,0.0,22,641.4809524,0.0,0.004761905,0.0,3,2,4,6,0,23,707.8809524,27.890476191304348,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,42.5,0,0.0,67,2413.754403,0.006153846,0.01030303,0.0,1,1,6,1,0,68,2456.254403,35.49638827941176,0.5972271043465519,0,1,0,0,0,0,0,0,0,0,0,0,1
5,169.975,3,106.0,90,4792.380767,0.004166667,0.007479289,0.0,3,2,6,1,0,98,5068.355767,52.66352491208791,0.5570195215719607,0,0,0,0,0,0,0,1,0,0,0,0,1
6,57.25,0,0.0,36,1930.410714,0.0125,0.018083333,0.0,1,1,1,2,0,42,1987.660714,52.17326254054054,0.6912060289975859,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,8,497.25,0.016666667,0.025,0.0,1,8,3,1,1,8,497.25,55.25,0.666640014399424,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,9,206.6,0.0,0.005555556,0.0,2,4,3,4,0,9,206.6,20.66,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,613.6666667,0,0.0,4,957.0,0.161904762,0.096298701,0.0,3,2,8,10,0,5,1570.6666667,191.4,1.681259238800752,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,4,90.8,0.0,0.025,0.0,1,1,3,2,1,4,90.8,18.16,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0.0,0,0.0,5,0.0,0.2,0.2,0.6,3,2,8,13,0,5,0.0,0.0,0.9999950000249999,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,85,2112.101515,0.003529412,0.014196078,0.0,2,2,1,3,0,85,2112.101515,24.559319941860462,0.248601296689361,0,0,0,0,0,0,0,1,0,0,0,0,1
1,74.6,0,0.0,8,810.0,0.0,0.036666667,0.0,2,2,1,4,0,9,884.6,90.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,3,395.0,0.0,0.066666667,0.0,1,1,3,3,0,3,395.0,98.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,46.5,0,0.0,40,2338.95,0.017073171,0.030325203,0.0,1,1,1,3,0,41,2385.45,57.04756097560975,0.5629841295990797,0,0,0,0,0,0,0,1,0,0,0,0,1
1,383.8,0,0.0,11,92.4,0.0,0.016666667,0.0,2,2,9,2,0,12,476.20000000000005,7.7,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,6,236.5,0.0,0.016666667,0.0,1,1,1,3,1,6,236.5,33.785714285714285,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,2,193.25,106,5633.538274,0.008878505,0.017232253,1.0,3,2,8,2,1,108,5826.788274,52.64989041121495,0.5151961153242514,0,0,0,0,0,0,1,0,0,0,0,0,1
